ID,Latitude,Longtitude,Province,District,Commune,Sub-regional,Plot,Lot,Site,Forest owner,Land type,Original resources of forest,Date,Priority,Contractor,Status
39825,19.214064,104.621551,Nghe An,Tuong Duong,Tam Dinh,664,7,4,Dinh Tien,Commune People's Committee,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39826,19.213501,104.494859,Nghe An,Tuong Duong,Tam Thai,649,5,82,Khoi village,Commune People's Committee,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/9/2022 0:00,Medium,,Not Verified
39827,19.212016,104.65249,Nghe An,Tuong Duong,Tam Dinh,664,4,44,Dinh Tien,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,7/21/2022 0:00,Low,,Not Verified
39828,19.21218,104.652469,Nghe An,Tuong Duong,Tam Dinh,664,4,31,Dinh Tien,Commune People's Committee,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39829,19.21131,104.652388,Nghe An,Tuong Duong,Tam Dinh,664,4,44,Dinh Tien,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,6/27/2022 0:00,Low,,Not Verified
39830,19.211287,104.652467,Nghe An,Tuong Duong,Tam Dinh,664,4,54,Dinh Tien,Commune People's Committee,Natural bamboo forest on the soil mountain,Natural forest,6/27/2022 0:00,Medium,,Not Verified
39831,19.211288,104.646551,Nghe An,Tuong Duong,Yen Thang,645,11,42,Pung village,Lô Xuân Ti_n,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,High,,Not Verified
39832,19.211149,104.646478,Nghe An,Tuong Duong,Tam Dinh,664,4,77,Pung village,Commune People's Committee,Soil planted on the mountain of earth,Plantation forest,7/21/2022 0:00,Low,,Not Verified
39833,19.20915,104.560036,Nghe An,Tuong Duong,Tam Thai,655,6,76,Na Tong village,Lương Văn Qu_,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39834,19.207619,104.649912,Nghe An,Tuong Duong,Tam Dinh,664,4,99,Dinh Tien,Commune People's Committee,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39835,19.2071,104.634717,Nghe An,Tuong Duong,Tam Dinh,664,8,7,Dinh Phong,Lương Mạnh Tấn,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39836,19.206965,104.634622,Nghe An,Tuong Duong,Tam Dinh,664,8,7,Dinh Phong,Lương Mạnh Tấn,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39837,19.20528,104.62763,Nghe An,Tuong Duong,Tam Dinh,664,11,,Tam Dinh,Commune People's Committee,Soil planted on the mountain of earth,Plantation forest,7/21/2022 0:00,Low,,Not Verified
39838,19.203523,104.626321,Nghe An,Tuong Duong,Tam Dinh,664,11,9,Dinh Phong,Commune People's Committee,Bamboo plantation forest on the soil mountain,Plantation forest,7/9/2022 0:00,Low,,Not Verified
39839,19.202169,104.707214,Nghe An,Tuong Duong,Tam Quang,662,4,12,Tam Hương,Vi Văn Tặm,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39840,19.201827,104.667648,Nghe An,Tuong Duong,Tam Quang,662,5,2,Tam Quang,Commune People's Committee,Bamboo plantation forest on the soil mountain,Plantation forest,7/21/2022 0:00,Low,,Not Verified
39841,19.201853,104.679818,Nghe An,Tuong Duong,Tam Quang,662,6,29,Tam Hương,Vi Văn Thi,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,6/27/2022 0:00,Medium,,Not Verified
39842,19.201699,104.667781,Nghe An,Tuong Duong,Tam Quang,662,5,8,Tam Hương,Lương Văn Lâm,Bamboo plantation forest on the soil mountain,Plantation forest,7/21/2022 0:00,Low,,Not Verified
39843,19.201741,104.667737,Nghe An,Tuong Duong,Tam Quang,662,5,2,Tam Quang,Commune People's Committee,Bamboo plantation forest on the soil mountain,Plantation forest,7/21/2022 0:00,Low,,Not Verified
39844,19.201703,104.667482,Nghe An,Tuong Duong,Tam Quang,662,5,2,Tam Quang,Commune People's Committee,Bamboo plantation forest on the soil mountain,Plantation forest,7/9/2022 0:00,Low,,Not Verified
39845,19.201612,104.667683,Nghe An,Tuong Duong,Tam Quang,662,5,8,Tam Hương,Lương Văn Lâm,Bamboo plantation forest on the soil mountain,Plantation forest,7/21/2022 0:00,Low,,Not Verified
39846,19.201651,104.667641,Nghe An,Tuong Duong,Tam Quang,662,5,2,Tam Quang,Commune People's Committee,Bamboo plantation forest on the soil mountain,Plantation forest,7/21/2022 0:00,Low,,Not Verified
39847,19.201572,104.679428,Nghe An,Tuong Duong,Tam Quang,662,6,,Tam Hương,Lương Văn Lợi,Soil planted on the mountain of earth,Plantation forest,6/27/2022 0:00,Low,,Not Verified
39848,19.201656,104.679444,Nghe An,Tuong Duong,Tam Quang,662,6,29,Tam Hương,Vi Văn Thi,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,6/27/2022 0:00,Medium,,Not Verified
39849,19.201589,104.680288,Nghe An,Tuong Duong,Tam Quang,662,6,19,Tam Hương,Vi Văn Thi,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39850,19.201575,104.6802,Nghe An,Tuong Duong,Tam Quang,662,6,29,Tam Hương,Vi Văn Thi,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39851,19.201582,104.68039,Nghe An,Tuong Duong,Tam Quang,662,6,19,Tam Hương,Vi Văn Thi,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,6/27/2022 0:00,Medium,,Not Verified
39852,19.200391,104.671165,Nghe An,Tuong Duong,Tam Quang,662,6,43,Tam Hương,Lương Th_ ủng,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39853,19.199879,104.671197,Nghe An,Tuong Duong,Tam Quang,662,5,21,Tam Hương,Commune People's Committee,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39854,19.19716,104.572434,Nghe An,Tuong Duong,Tam Dinh,661,7,82,Quang Phuc,Lô Thanh Chúc,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Verified
39855,19.196151,104.621419,Nghe An,Tuong Duong,Tam Dinh,664,16,5,Dinh Phong,Lô Th_ Xao,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
4.17E+11,19.27342,104.23463,Nghe An,Ky Son,,,,,,,Mixed bamboo forest,Natural forest,,Medium,,Verified
39856,19.396768,104.172819,Nghe An,Ky Son,Huu Kiem,448,1,8,Khe Ty village,Board of protection forest management Ky Son,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,8/26/2022 0:00,Medium,,Not Verified
39857,19.394686,104.182227,Nghe An,Ky Son,Huu Kiem,448,2,6,Khe Ty village,Board of protection forest management Ky Son,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,8/26/2022 0:00,Medium,,Not Verified
39858,19.394647,104.170878,Nghe An,Ky Son,Huu Kiem,448,1,8,Khe Ty village,Board of protection forest management Ky Son,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,8/26/2022 0:00,High,,Not Verified
39859,19.391214,104.181241,Nghe An,Ky Son,Huu Kiem,448,1,8,Khe Ty village,Board of protection forest management Ky Son,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,9/7/2022 0:00,Medium,,Not Verified
39860,19.386838,104.020236,Nghe An,Ky Son,Tay Son,453,5,9,Dong Duoi village,Board of protection forest management Ky Son,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,9/7/2022 0:00,Medium,,Not Verified
39861,19.385186,104.175135,Nghe An,Ky Son,Huu Kiem,448,6,4,Na Luong village,Board of protection forest management Ky Son,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,9/7/2022 0:00,Medium,,Not Verified
39862,19.382432,104.190506,Nghe An,Ky Son,Huu Kiem,448,7,21,Na Luong village,Board of protection forest management Ky Son,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,8/26/2022 0:00,Medium,,Not Verified
39863,19.377942,104.186162,Nghe An,Ky Son,Huu Kiem,449,2,15,Huu Kiem commune,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,8/2/2022 0:00,Medium,,Not Verified
39864,19.377851,104.189383,Nghe An,Ky Son,Huu Kiem,449,4,2,Huu Kiem commune,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,9/7/2022 0:00,Medium,,Not Verified
39865,19.377886,104.189463,Nghe An,Ky Son,Huu Kiem,449,1,6,Huu Kiem commune,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,9/7/2022 0:00,Medium,,Not Verified
39866,19.377181,104.205744,Nghe An,Ky Son,Huu Kiem,449,6,5,Huu Kiem commune,Board of protection forest management Ky Son,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,8/26/2022 0:00,Medium,,Not Verified
39867,19.376291,104.190836,Nghe An,Ky Son,Huu Kiem,449,4,2,Huu Kiem commune,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,9/7/2022 0:00,Medium,,Not Verified
39868,19.376197,104.169888,Nghe An,Ky Son,Huu Kiem,448,6,6,Na Luong village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,8/26/2022 0:00,Medium,,Not Verified
39869,19.371166,104.176677,Nghe An,Ky Son,Huu Kiem,449,3,1,Huu Kiem commune,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,8/26/2022 0:00,Medium,,Not Verified
39870,19.371202,104.176592,Nghe An,Ky Son,Huu Kiem,449,3,2,Huu Kiem commune,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,8/26/2022 0:00,Medium,,Not Verified
39871,19.359559,104.074048,Nghe An,Ky Son,Tay Son,456,8,7,Vang Lu village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,8/26/2022 0:00,High,,Not Verified
39872,19.357669,104.241818,Nghe An,Ky Son,Huu Kiem,450,4,10,Huu Kiem commune,Board of protection forest management Ky Son,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,9/7/2022 0:00,Medium,,Not Verified
39873,19.353792,104.135054,Nghe An,Ky Son,Tay Son,460,3,10,Tay Son commune,Board of protection forest management Ky Son,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,8/26/2022 0:00,High,,Not Verified
39874,19.353033,104.235175,Nghe An,Ky Son,Huu Kiem,462,3,4,Huu Kiem commune,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,8/2/2022 0:00,Medium,,Not Verified
39875,19.352152,104.079571,Nghe An,Ky Son,Tay Son,456,8,27,Vang Lu village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,9/7/2022 0:00,High,,Not Verified
39876,19.349247,104.07544,Nghe An,Ky Son,Tay Son,456,11,7,Vang Lu village,Board of protection forest management Ky Son,Medium evergreen broad-leaved natural forest on the soil mountain,Natural forest,9/7/2022 0:00,Medium,,Not Verified
39877,19.348579,104.113175,Nghe An,Ky Son,Tay Son,458,6,10,Tay Son commune,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,8/26/2022 0:00,Medium,,Not Verified
39878,19.343694,104.196416,Nghe An,Ky Son,Huu Kiem,461,12,1,Dinh Son village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,8/26/2022 0:00,Medium,,Not Verified
39879,19.343695,104.196506,Nghe An,Ky Son,Huu Kiem,461,12,4,Dinh Son village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,8/26/2022 0:00,Medium,,Not Verified
39880,19.343296,104.151884,Nghe An,Ky Son,Tay Son,460,7,10,Tay Son commune,Board of protection forest management Ky Son,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,8/26/2022 0:00,Medium,,Not Verified
39881,19.343328,104.151978,Nghe An,Ky Son,Tay Son,460,7,13,Tay Son commune,Board of protection forest management Ky Son,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,8/26/2022 0:00,Medium,,Not Verified
39882,19.340861,104.199626,Nghe An,Ky Son,Huu Kiem,461,12,4,Dinh Son village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,9/7/2022 0:00,High,,Not Verified
39883,19.340007,104.200678,Nghe An,Ky Son,Huu Kiem,461,12,4,Dinh Son village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,9/7/2022 0:00,Medium,,Not Verified
39884,19.339635,104.187923,Nghe An,Ky Son,Huu Kiem,461,11,2,Dinh Son village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,8/26/2022 0:00,Medium,,Not Verified
39885,19.33964,104.199442,Nghe An,Ky Son,Huu Kiem,461,12,5,Dinh Son 2 village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,8/2/2022 0:00,Medium,,Not Verified
39886,19.338994,104.14661,Nghe An,Ky Son,Tay Son,460,12,11,Tay Son commune,Board of protection forest management Ky Son,Rich natural  evergreen broad-leaved forest on the soil mountain,Natural forest,8/26/2022 0:00,Medium,,Not Verified
39887,19.339226,104.198776,Nghe An,Ky Son,Huu Kiem,461,12,5,Dinh Son 2 village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,8/26/2022 0:00,High,,Not Verified
39888,19.338769,104.146754,Nghe An,Ky Son,Tay Son,460,12,11,Tay Son commune,Board of protection forest management Ky Son,Rich natural  evergreen broad-leaved forest on the soil mountain,Natural forest,8/26/2022 0:00,Medium,,Not Verified
39889,19.338883,104.201921,Nghe An,Ky Son,Huu Kiem,461,12,8,Dinh Son 2 village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,8/26/2022 0:00,Medium,,Not Verified
39890,19.338409,104.147065,Nghe An,Ky Son,Tay Son,460,12,11,Tay Son commune,Board of protection forest management Ky Son,Rich natural  evergreen broad-leaved forest on the soil mountain,Natural forest,8/26/2022 0:00,Medium,,Not Verified
39891,19.337984,104.1826,Nghe An,Ky Son,Huu Kiem,461,11,5,Dinh Son village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,9/7/2022 0:00,Medium,,Not Verified
39892,19.336029,104.179849,Nghe An,Ky Son,Tay Son,459,6,1,Tay Son commune,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,9/7/2022 0:00,Medium,,Not Verified
39893,19.335938,104.179754,Nghe An,Ky Son,Tay Son,459,6,1,Tay Son commune,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,9/7/2022 0:00,Medium,,Not Verified
39894,19.335961,104.179927,Nghe An,Ky Son,Tay Son,459,6,1,Tay Son commune,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,9/7/2022 0:00,Medium,,Not Verified
39895,19.335425,104.166144,Nghe An,Ky Son,Tay Son,459,4,10,Tay Son commune,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,8/26/2022 0:00,Medium,,Not Verified
39896,19.335348,104.166209,Nghe An,Ky Son,Tay Son,459,4,10,Tay Son commune,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,8/14/2022 0:00,Medium,,Not Verified
39897,19.332709,104.107851,Nghe An,Ky Son,Tay Son,458,10,7,Tay Son commune,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,9/7/2022 0:00,Medium,,Not Verified
39898,19.333009,104.243978,Nghe An,Ky Son,Chieu Luu,463,7,9,Pieng Cu village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,8/26/2022 0:00,Medium,,Not Verified
39899,19.333091,104.243808,Nghe An,Ky Son,Chieu Luu,463,7,5,Pieng Cu village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,8/26/2022 0:00,High,,Not Verified
39900,19.332981,104.244015,Nghe An,Ky Son,Chieu Luu,463,7,9,Pieng Cu village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,9/7/2022 0:00,Medium,,Not Verified
39901,19.333076,104.24399,Nghe An,Ky Son,Chieu Luu,463,7,5,Pieng Cu village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,9/7/2022 0:00,Medium,,Not Verified
39902,19.332675,104.238127,Nghe An,Ky Son,Huu Kiem,462,10,4,Huu Kiem commune,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,9/7/2022 0:00,Medium,,Not Verified
39903,19.324266,104.206942,Nghe An,Ky Son,Huu Kiem,464,1,3,Dinh Son 2 village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,8/14/2022 0:00,Medium,,Not Verified
